"기준_년분기_코드","행정동_코드","행정동_코드_명","월_평균_소득_금액","소득_구간_코드","지출_총금액","식료품_지출_총금액","의류_신발_지출_총금액","생활용품_지출_총금액","의료비_지출_총금액","교통_지출_총금액","교육_지출_총금액","유흥_지출_총금액","여가_문화_지출_총금액","기타_지출_총금액","음식_지출_총금액"
"20241","11380","은평구","","06","28609594000","6697236000","1349641000","492506000","6246469000","1401625000","1757257000","905570000","1565789000","1273599000","6919902000"
"20241","11350","노원구","","07","40263858000","12314350000","521477000","350647000","6406075000","1363578000","2991088000","1063347000","4223752000","1780482000","9249062000"
"20241","11320","도봉구","","06","16621346000","4936608000","287606000","315332000","2421774000","1540774000","870541000","422686000","1015924000","706957000","4103144000"
"20241","11305","강북구","","06","19328632000","4588293000","520817000","364950000","3730324000","1020752000","550047000","852604000","1213203000","1064325000","5423317000"
"20241","11290","성북구","","07","27760719000","7362231000","552214000","348062000","3884688000","1730479000","1534692000","809223000","2465420000","1174261000","7899449000"
"20241","11260","중랑구","","06","21661682000","6280819000","524438000","365246000","3589999000","1508201000","827644000","862305000","1258689000","903341000","5541000000"
"20241","11230","동대문구","","07","29627951000","8046463000","874274000","400469000","6826517000","1794836000","1063421000","716674000","1757242000","771819000","7376236000"
"20241","11215","광진구","","07","32022178000","6948982000","967419000","598229000","4790145000","1766148000","1179976000","1371546000","2393783000","1656264000","10349686000"
"20241","11200","성동구","","07","28717141000","6527396000","1390407000","345164000","4398106000","2012323000","1013361000","819498000","1959954000","1481589000","8769343000"
"20241","11170","용산구","","08","83236164000","45562624000","1203210000","3148764000","1854443000","920776000","516716000","993419000","9223787000","9271237000","10541188000"
"20241","11140","중구","","07","874689193000","13144571000","2732761000","2070462000","4658964000","122687884000","8887240000","975462000","684465640000","23218836000","11847373000"
"20241","11110","종로구","","07","71769697000","5112472000","1648560000","372335000","7725813000","2128562000","1465286000","1413224000","5910231000","30863957000","15129257000"
"20234","11740","강동구","","07","157543980000","23696884000","2250983000","1689223000","20933976000","3775156000","6441457000","2810248000","67692978000","3930054000","24323021000"
"20234","11710","송파구","","08","217522213000","40371597000","8392919000","4431802000","40118845000","10128395000","10136543000","5357019000","41233437000","8153893000","49197763000"
"20234","11680","강남구","","09","2765964145000","43227050000","34276723000","8336039000","137361684000","29751345000","34962355000","10718883000","1430651350000","949127229000","87551487000"
"20234","11650","서초구","","09","618853255000","22764176000","4999241000","15532809000","66898466000","6104059000","12392929000","5240832000","247382426000","187796714000","49741603000"
"20234","11620","관악구","","06","119073264000","29880614000","2935766000","1627741000","17741365000","3012367000","13924851000","5273758000","9719668000","4600357000","30356777000"
"20234","11590","동작구","","07","187282691000","26859439000","1264494000","1480249000","17721846000","100586754000","3814056000","2716744000","4311007000","3761960000","24766142000"
"20234","11560","영등포구","","07","234854516000","27547738000","4403338000","2892454000","26178600000","42994539000","3346887000","4961482000","48737743000","25598100000","48193635000"
"20234","11545","금천구","","06","78078605000","16434122000","17017712000","1588937000","9303246000","3867080000","1587560000","1810615000","10754784000","2097618000","13616931000"
"20234","11530","구로구","","07","1492336459000","26083393000","1747840000","2174237000","23831241000","3892750000","3520937000","3053104000","1402336003000","3459433000","22237521000"
"20234","11500","강서구","","07","222275774000","34568060000","6647571000","2226562000","32554799000","37661227000","6228671000","4888824000","43536280000","16509795000","37453985000"
"20234","11470","양천구","","08","107769878000","27249814000","1404343000","1352150000","21353635000","5998685000","12367771000","2118927000","11489656000","3848919000","20585978000"
"20234","11440","마포구","","08","1178287827000","33287962000","8285939000","3059209000","18789032000","3833756000","9058063000","9075559000","1027631598000","8892182000","56374527000"
"20234","11410","서대문구","","07","116111484000","17613696000","1400585000","808313000","60379426000","2486160000","3672107000","1897538000","4195594000","3281372000","20376693000"
"20234","11380","은평구","","06","89940612000","21714189000","4469134000","1809746000","19513788000","4681274000","4678871000","3072926000","4667263000","3608752000","21724669000"
"20234","11350","노원구","","07","126184207000","40870433000","1643546000","1314623000","18600581000","4522126000","8017062000","3337277000","14121304000","5128425000","28628830000"
"20234","11320","도봉구","","06","51244862000","16084746000","978227000","1091362000","6769405000","4993432000","2243852000","1397501000","3024635000","1857140000","12804562000"
"20234","11305","강북구","","06","61065166000","15358931000","1741064000","1113332000","10702986000","3594768000","1612849000","2925883000","4037427000","2845273000","17132653000"
"20234","11290","성북구","","07","83882917000","23111856000","1747888000","1402352000","11242241000","5949270000","3945671000","2373136000","7139244000","3376622000","23594637000"
"20234","11260","중랑구","","06","67373876000","19742038000","1404902000","1412675000","10988589000","4750584000","2554562000","2891651000","3842221000","2598639000","17188015000"
"20234","11230","동대문구","","07","92602895000","26182866000","2952004000","1779765000","22158349000","5816104000","2863723000","2191555000","4684957000","2349704000","21623868000"
"20234","11215","광진구","","07","98924305000","22600006000","3385353000","1996733000","13496175000","6145314000","3020408000","4260161000","6111246000","6402139000","31506770000"
"20234","11200","성동구","","07","88248702000","21478724000","4732282000","1248616000","12914322000","5664158000","2700660000","2699397000","5553969000","4437418000","26819156000"
"20234","11170","용산구","","08","249618148000","132136293000","3358592000","9379116000","5338315000","2547584000","1470112000","3287645000","29497807000","29002771000","33599913000"
"20234","11140","중구","","07","2720240573000","43243002000","9255447000","6754298000","14208857000","422585381000","25633421000","3182040000","2089205518000","67993363000","38179246000"
"20234","11110","종로구","","07","220066612000","16339826000","5355111000","1320734000","23152195000","6136289000","4103712000","4743277000","17452411000","92209346000","49253711000"
"20233","11740","강동구","","07","153241649000","24208850000","1773246000","1669301000","19985175000","3824884000","6352714000","2769273000","65217804000","3854003000","23586399000"
"20233","11710","송파구","","08","196510343000","40510292000","6148109000","4368213000","39642895000","9924755000","10531602000","5249058000","26626658000","7936421000","45572340000"
"20233","11680","강남구","","09","2551815171000","45897752000","29800659000","8240324000","130519803000","30226576000","39329244000","11013580000","1326297747000","845395284000","85094202000"
"20233","11650","서초구","","09","571300479000","23763470000","4510247000","15585652000","65040535000","6569973000","13668249000","5150110000","214749588000","175949092000","46313563000"
"20233","11620","관악구","","06","116550720000","30788776000","2372833000","1826355000","16405383000","3043507000","13905092000","5171720000","9165613000","4668652000","29202789000"
"20233","11590","동작구","","07","179557875000","24565982000","942396000","1547206000","17238498000","97616190000","4427008000","2569399000","4913804000","3626092000","22111300000"
"20233","11560","영등포구","","07","215731617000","29385865000","3526379000","2895864000","24169172000","30433754000","3656005000","4672368000","46485943000","24484051000","46022216000"
"20233","11545","금천구","","06","69932855000","16782758000","10154444000","1871825000","8943488000","3861740000","1506893000","1871314000","9552968000","2051886000","13335539000"
"20233","11530","구로구","","07","1391239720000","25870218000","1422317000","2161229000","22209273000","3023769000","3832279000","3065035000","1304974194000","3190048000","21491358000"
"20233","11500","강서구","","07","210007744000","35190070000","5669654000","2332047000","31555804000","34321649000","6632271000","4834875000","36041133000","17084938000","36345303000"
"20233","11470","양천구","","08","108660173000","28009468000","1151707000","1395926000","20405887000","6207777000","13918495000","2119753000","10964574000","3908550000","20578036000"
"20233","11440","마포구","","08","1066476925000","32882242000","6901686000","2843130000","18712974000","3774221000","9573602000","9293516000","921299383000","8736115000","52460056000"
"20233","11410","서대문구","","07","109319352000","17763610000","1195616000","785285000","54092455000","2562931000","4061686000","1923249000","4371078000","3314696000","19248746000"
"20233","11380","은평구","","06","89028461000","21873400000","3864406000","2024730000","19000701000","4632649000","4967756000","3058593000","4819946000","3703286000","21082994000"
"20233","11350","노원구","","07","120998486000","38999795000","1302048000","1425367000","17786064000","4176736000","9343891000","3210056000","13025192000","4990272000","26739065000"
"20233","11320","도봉구","","06","49527601000","15671955000","712606000","1071910000","6499044000","4886745000","2156658000","1405366000","2919512000","1806840000","12396965000"
"20233","11305","강북구","","06","59835477000","15703398000","1362069000","1279584000","10265055000","3380329000","1711322000","2776146000","3666574000","2612117000","17078883000"
"20233","11290","성북구","","07","80770253000","22699671000","1351714000","1344911000","10821275000","5863865000","4515943000","2389771000","7036466000","3186886000","21559751000"
"20233","11260","중랑구","","06","66346705000","19712342000","1107156000","1623839000","10417994000","4714388000","2789052000","2872192000","3867544000","2569468000","16672730000"
"20233","11230","동대문구","","07","90241899000","26238605000","2278383000","1771945000","21466618000","5708199000","2989950000","2222670000","4706953000","2399524000","20459052000"
"20233","11215","광진구","","07","96890565000","22397645000","2835531000","1944826000","13795033000","6229119000","3333444000","4423593000","6774833000","5446958000","29709583000"
"20233","11200","성동구","","07","85286629000","21766199000","3515488000","1426909000","13015712000","5772030000","2874929000","2663376000","5069386000","4312111000","24870489000"
"20233","11170","용산구","","08","255881883000","142450317000","2800786000","11153839000","5206682000","2150850000","1420011000","3371343000","29572897000","25687660000","32067498000"
"20233","11140","중구","","07","2513872526000","42385462000","7118194000","7158378000","13549887000","396041979000","25519625000","3267237000","1920666279000","63922655000","34242830000"
"20233","11110","종로구","","07","319674221000","16268254000","4484784000","1215886000","21309049000","5815414000","5813530000","4644207000","129570925000","87128049000","43424123000"
"20232","11740","강동구","","07","160400134000","23992377000","2401188000","1749637000","20136909000","3820607000","6384191000","2829886000","71083053000","3848713000","24153573000"
"20232","11710","송파구","","08","200981264000","40430085000","7840388000","4078692000","39623712000","9276542000","10273855000","5568234000","28050266000","8217527000","47621963000"
"20232","11680","강남구","","09","2608201860000","45268321000","34562874000","9994466000","132079067000","28871639000","34820526000","11404132000","1351602285000","872355366000","87243184000"
"20232","11650","서초구","","09","622104358000","23706215000","5153317000","15691064000","65329794000","6139956000","13133581000","5218404000","250132768000","189612089000","47987170000"
"20232","11620","관악구","","06","118122959000","30465580000","3263734000","1598044000","16862123000","2765241000","14605448000","5526956000","7047927000","4823787000","31164119000"
"20232","11590","동작구","","07","181358479000","24529192000","1328256000","1530056000","16959825000","97446402000","4391610000","2765726000","4832237000","4066358000","23508817000"
"20232","11560","영등포구","","07","217071132000","28393936000","4662193000","2843012000","21866283000","33660002000","3460966000","4885177000","45612297000","24333894000","47353372000"
"20232","11545","금천구","","06","77202759000","16554067000","17904713000","2220876000","8867352000","3670298000","1496029000","1933219000","8678606000","2012401000","13865198000"
"20232","11530","구로구","","07","1370077164000","26164468000","1900845000","2205880000","23323194000","3051215000","3700871000","3225919000","1280979252000","3183272000","22342248000"
"20232","11500","강서구","","07","196544942000","34606803000","6416265000","2093899000","31754728000","29615573000","6447544000","4985539000","25650372000","17705002000","37269217000"
"20232","11470","양천구","","08","106593132000","27174250000","1638040000","1352298000","20034954000","5658841000","12535282000","2204858000","11333675000","3926932000","20734002000"
"20232","11440","마포구","","08","1048064112000","32858039000","7903297000","2733159000","19324902000","3533758000","8753098000","9198647000","900577617000","9063049000","54118546000"
"20232","11410","서대문구","","07","115632104000","18026889000","1473195000","775987000","58155067000","2487906000","3805218000","2057090000","4325422000","3406766000","21118564000"
"20232","11380","은평구","","06","90440858000","21718052000","4703400000","1864584000","19534510000","4170631000","4783802000","3148482000","4811508000","3799310000","21906579000"
"20232","11350","노원구","","07","126013453000","40697803000","1913096000","1354219000","18790032000","3745065000","8343172000","3395726000","13898650000","5170432000","28705258000"
"20232","11320","도봉구","","06","50312566000","15453847000","958753000","982786000","6629347000","4604799000","2111960000","1365827000","3215991000","1996412000","12992844000"
"20232","11305","강북구","","06","61629372000","15846136000","1782119000","1171002000","10614563000","3354150000","1603207000","2908287000","3851490000","2893375000","17605043000"
"20232","11290","성북구","","07","84121681000","23777800000","1905321000","1220216000","10920250000","5199854000","3742943000","2538602000","7282970000","3540481000","23993244000"
"20232","11260","중랑구","","06","67707226000","19398815000","1478083000","1673313000","10937502000","4261059000","2646733000","3011752000","4064514000","2799571000","17435884000"
"20232","11230","동대문구","","07","92771425000","26134387000","3024473000","1775637000","21060311000","5930859000","2940372000","2371052000","5077261000","2422098000","22034975000"
"20232","11215","광진구","","07","100682734000","23266587000","3600792000","2001445000","13356675000","6037433000","3221233000","4685033000","6941958000","5462494000","32109084000"
"20232","11200","성동구","","07","87762952000","21437027000","4023393000","1383930000","13783407000","5776216000","2644736000","2789616000","5093632000","4323419000","26507576000"
"20232","11170","용산구","","08","251906941000","138522461000","3036125000","11136617000","5262924000","2062308000","1531288000","3366595000","27467469000","28157574000","31363580000"
"20232","11140","중구","","07","2531979244000","42075195000","8913795000","7144760000","14138006000","401051107000","26340956000","3428975000","1930139617000","63587763000","35159070000"
"20232","11110","종로구","","07","322465198000","17135821000","5360642000","1462155000","20348946000","5895507000","2862926000","4885589000","132125280000","86097493000","46290839000"
"20231","11740","강동구","","07","159194441000","22861481000","1955879000","1461612000","19731596000","3459627000","6359388000","2825075000","73785449000","3724616000","23029718000"
"20231","11710","송파구","","08","194138748000","39057484000","7084916000","4818622000","38620362000","8734054000","10460036000","5502300000","27110625000","7543533000","45206816000"
"20231","11680","강남구","","09","2592265503000","43146364000","30537792000","8876412000","146160455000","28215177000","36072919000","11375959000","1342735006000","855300144000","89845275000"
"20231","11650","서초구","","09","629360080000","22326149000","4358072000","14928193000","69791017000","5833544000","12909234000","5835045000","264495851000","180967729000","47915246000"
"20231","11620","관악구","","06","115651078000","29402491000","2679054000","1574315000","16839414000","2697308000","14762498000","5379816000","7269582000","4695170000","30351430000"
"20231","11590","동작구","","07","175536250000","23683885000","1078885000","1265256000","16591635000","95267132000","4102751000","2697425000","5414870000","3709398000","21725013000"
"20231","11560","영등포구","","07","211409909000","28381596000","4107783000","2787358000","21220059000","38273451000","3541679000","4888525000","36912853000","24441976000","46854629000"
"20231","11545","금천구","","06","72381528000","16391004000","15296799000","1227870000","8525016000","3703454000","1510718000","1876521000","8290313000","2043012000","13516821000"
"20231","11530","구로구","","07","1343755688000","24181621000","1395886000","2163266000","22077117000","3302443000","3962500000","3135865000","1259516797000","2954217000","21065976000"
"20231","11500","강서구","","07","231441288000","33744690000","5994758000","1963075000","51915876000","41204141000","6428158000","4779070000","33368789000","16106292000","35936439000"
"20231","11470","양천구","","08","104268070000","26544300000","1372115000","1210796000","19915797000","5631616000","12934401000","2255584000","10880024000","3902480000","19620957000"
"20231","11440","마포구","","08","1024107094000","30751673000","7053703000","2474929000","18507505000","3428960000","8466173000","9589375000","881500424000","8679864000","53654488000"
"20231","11410","서대문구","","07","119188962000","16377689000","1244646000","737007000","66206121000","2470370000","3328410000","2014188000","4349359000","3351667000","19109505000"
"20231","11380","은평구","","06","85565857000","20634652000","4033329000","1694185000","18754928000","3973567000","4676970000","3155769000","4706820000","3587162000","20348475000"
"20231","11350","노원구","","07","119632862000","38027202000","1612428000","1299016000","18324021000","3694213000","8882137000","3248877000","12970672000","4918587000","26655709000"
"20231","11320","도봉구","","06","47199028000","14643964000","795042000","856017000","6241730000","4140538000","2190952000","1366850000","3094608000","1941577000","11927750000"
"20231","11305","강북구","","06","58425346000","14971700000","1421789000","1145072000","10153116000","3090055000","1531005000","3006296000","3749821000","2771459000","16585033000"
"20231","11290","성북구","","07","78828381000","21718711000","1577244000","1184422000","10317936000","5461054000","4451281000","2406448000","7003609000","3213193000","21494483000"
"20231","11260","중랑구","","06","64991013000","18837216000","1396028000","1379019000","10592175000","4202674000","2840400000","2873857000","3918210000","2732897000","16218537000"
"20231","11230","동대문구","","07","87581454000","24994855000","2352351000","1567645000","20584672000","5468661000","2853921000","2240316000","4944359000","2324093000","20250581000"
"20231","11215","광진구","","07","94779593000","20890784000","2984254000","2016273000","12347919000","5956030000","3158914000","4697744000","6487302000","5636812000","30603561000"
"20231","11200","성동구","","07","84438182000","20433520000","3520749000","1170209000","13854021000","5560143000","2697268000","2761380000","4747713000","4199569000","25493610000"
"20231","11170","용산구","","08","237326473000","131722302000","2412071000","9684161000","5125990000","1842646000","1447862000","3033188000","25787276000","26630512000","29640465000"
"20231","11140","중구","","07","2565022761000","40313137000","7389385000","6818175000","13326121000","379813573000","26460302000","2950446000","1992152485000","61899119000","33900018000"
"20231","11110","종로구","","07","311838195000","15780632000","4837883000","1614689000","20312514000","8005310000","5731182000","4717779000","123981983000","81959610000","44896613000"
"20224","11740","강동구","","07","145082009000","22019712000","2341020000","1669938000","19643860000","3645600000","5479804000","2840893000","60821201000","3599975000","23020006000"
"20224","11710","송파구","","08","201769267000","38241116000","8376733000","5203282000","40480039000","10861830000","9698419000","5651028000","29319452000","7558590000","46378778000"
"20224","11680","강남구","","09","2682596068000","43032309000","35642400000","9200405000","134393742000","32966794000","34699891000","11957574000","1361139144000","928074251000","91489558000"
"20224","11650","서초구","","09","604548314000","22222433000","5042647000","12742509000","64989187000","6772248000","11879067000","5945177000","233984843000","191658684000","49311519000"
"20224","11620","관악구","","06","114889026000","28965305000","3471493000","1701700000","16256802000","3039792000","14409598000","5532564000","6668388000","4510347000","30333037000"
"20224","11590","동작구","","07","177991239000","23518984000","1157712000","1443301000","16592215000","97191013000","3825680000","2832415000","5258546000","3632527000","22538846000"
"20224","11560","영등포구","","07","268003744000","26847382000","4904543000","2841382000","21478853000","84715886000","3148754000","5156976000","38493155000","34404834000","46011979000"
"20224","11545","금천구","","06","76909617000","16183484000","20432006000","1271043000","9020767000","4197400000","1476223000","1872979000","6750355000","2058965000","13646395000"
"20224","11530","구로구","","07","1374773852000","24381792000","1638754000","2109525000","21754309000","3551672000","3621614000","3189527000","1290094087000","3011768000","21420804000"
"20224","11500","강서구","","07","250067694000","33305774000","6773903000","2293113000","67631062000","46769343000","5866532000","4829952000","29201467000","17089820000","36306728000"
"20224","11470","양천구","","08","102775881000","25892958000","1498885000","1406421000","19910641000","6321545000","11281613000","2276076000","10949614000","3790854000","19447274000"
"20224","11440","마포구","","08","1103946668000","30101228000","7541495000","2780126000","17950537000","3882546000","8361605000","9123829000","963067024000","8509272000","52629006000"
"20224","11410","서대문구","","07","133269162000","16463713000","1498111000","857822000","80000892000","2628201000","3121865000","1980512000","3954854000","3132826000","19630366000"
"20224","11380","은평구","","06","84713663000","20272130000","4669664000","1871680000","18254173000","3914036000","4364091000","3029126000","4521989000","3358645000","20458129000"
"20224","11350","노원구","","07","118800349000","38773754000","1646307000","1564664000","17563546000","4059597000","7688863000","3134948000","13340594000","4518666000","26509410000"
"20224","11320","도봉구","","06","47076208000","14110515000","829365000","940540000","6262292000","4542828000","2003333000","1444806000","2985674000","1771998000","12184857000"
"20224","11305","강북구","","06","58603244000","14723560000","1741725000","1217084000","10223836000","3470528000","1351581000","3075055000","3829771000","2486565000","16483539000"
"20224","11290","성북구","","07","79024456000","21578257000","1906094000","1225034000","10083310000","6134075000","3392787000","2534955000","6761619000","3185931000","22222394000"
"20224","11260","중랑구","","06","64444132000","18156315000","1411344000","1847407000","10510281000","4678532000","2567084000","2887733000","3633486000","2617716000","16134234000"
"20224","11230","동대문구","","07","90071351000","24742273000","2816763000","1699224000","22191154000","6315507000","2596722000","2322876000","4614680000","2271677000","20500475000"
"20224","11215","광진구","","07","94555442000","20647311000","3433143000","1988453000","12684108000","6451775000","3011229000","4657211000","5766640000","5535618000","30379954000"
"20224","11200","성동구","","07","86745402000","20481686000","4012547000","1587407000","13882694000","6780688000","2603660000","2794389000","4559696000","4310785000","25731850000"
"20224","11170","용산구","","08","236632169000","123059964000","2683973000","12257701000","5055012000","2141007000","1372237000","3820295000","25683909000","30300560000","30257511000"
"20224","11140","중구","","07","2602642770000","39999694000","8848096000","7429321000","13337125000","403847560000","26714524000","3261128000","2002176066000","61841726000","35187530000"
"20224","11110","종로구","","07","309554654000","15607623000","4915719000","1689026000","20182003000","6283687000","2626075000","4790515000","125499466000","82785776000","45174764000"
"20223","11740","강동구","","07","158217590000","23477592000","2020674000","1735068000","19159338000","4089514000","5888203000","2980181000","72694781000","3524803000","22647436000"
"20223","11710","송파구","","08","198242083000","40358278000","6597742000","5080993000","38136010000","12146093000","10225135000","5701542000","28781240000","7534435000","43680615000"
"20223","11680","강남구","","09","2667613821000","42323846000","34635475000","9470704000","133218984000","32395654000","41253858000","12193111000","1331330887000","942702525000","88088777000"
"20223","11650","서초구","","09","581156444000","23664959000","4518243000","13085247000","63411911000","7933062000","13758985000","6239747000","219054445000","183166346000","46323499000"
"20223","11620","관악구","","06","114586309000","30482347000","2782595000","2073756000","15516690000","3496558000","14236558000","5597541000","6892978000","4533797000","28973489000"
"20223","11590","동작구","","07","179657140000","23232009000","933136000","1487412000","16187887000","100380016000","4380509000","2710537000","6355801000","3509823000","20480010000"
"20223","11560","영등포구","","07","234044561000","29947889000","4168451000","2939577000","20712250000","49476432000","3427911000","5002169000","36587791000","38280863000","43501228000"
"20223","11545","금천구","","06","69642390000","16904586000","13575571000","1362832000","8455782000","4621565000","1420991000","2031755000","5941245000","2047699000","13280364000"
"20223","11530","구로구","","07","1297895770000","26056510000","1389498000","2280819000","20524860000","3797929000","3654909000","3276925000","1213772560000","2652441000","20489319000"
"20223","11500","강서구","","07","219155544000","35120566000","6184616000","2422551000","52871066000","31975828000","6339514000","5114748000","26680713000","17067310000","35378632000"
"20223","11470","양천구","","08","107154484000","27592273000","1218588000","1401570000","19032464000","7629716000","13469800000","2494599000","11509246000","3570241000","19235987000"
"20223","11440","마포구","","08","1066484186000","32149131000","7964227000","2862577000","18223356000","4541790000","8905976000","9566086000","922736468000","8533194000","51001381000"
"20223","11410","서대문구","","07","135095475000","16832585000","1256334000","854666000","81715746000","3025516000","3408450000","2113957000","4214293000","3251898000","18422030000"
"20223","11380","은평구","","06","86391199000","21439676000","4282043000","2129962000","17864427000","4777879000","4466189000","3165518000","4733700000","3269527000","20262278000"
"20223","11350","노원구","","07","119091709000","38984842000","1351208000","1712624000","16985492000","4562505000","8575408000","3351846000","13673661000","4590630000","25303493000"
"20223","11320","도봉구","","06","48901854000","15010234000","685449000","1081916000","6372089000","5347340000","2197864000","1540170000","2963926000","1802715000","11900151000"
"20223","11305","강북구","","06","59860658000","15571510000","1522882000","1235723000","9834821000","4286568000","1583863000","3216834000","3746179000","2475023000","16387255000"
"20223","11290","성북구","","07","79708088000","22239070000","1592038000","1192278000","9702405000","7203620000","4052100000","2547641000","7384244000","3041712000","20752980000"
"20223","11260","중랑구","","06","66289086000","19585463000","1064732000","1782883000","10896512000","5169188000","2665497000","3057801000","3877669000","2610041000","15579300000"
"20223","11230","동대문구","","07","90621786000","27840993000","2328972000","1869126000","20673699000","6997328000","2636056000","2323734000","4618940000","2280437000","19052501000"
"20223","11215","광진구","","07","96756574000","21648548000","3109480000","2009802000","12331098000","7406206000","3168323000","4982018000","7196460000","6136457000","28768182000"
"20223","11200","성동구","","07","86993149000","22480550000","3536751000","1867890000","13030262000","7615984000","2628722000","2869219000","4594318000","4183482000","24185971000"
"20223","11170","용산구","","08","256755503000","130673451000","2601650000","16261226000","4933911000","2416631000","1328105000","5067084000","31089841000","30131416000","32252188000"
"20223","11140","중구","","07","2426061667000","41075245000","7566039000","7996972000","13043303000","392376606000","26433791000","3359469000","1859088642000","43276898000","31844702000"
"20223","11110","종로구","","07","306941223000","15622624000","4275375000","1536890000","19825463000","4051992000","5026533000","4719540000","131785809000","79709262000","40387735000"
"20222","11740","강동구","","07","162928637000","22876888000","2459797000","1825294000","18840562000","4065371000","5418329000","3086264000","78149029000","3619522000","22587581000"
"20222","11710","송파구","","08","202034324000","40470233000","8003647000","4869455000","37808326000","12115478000","9615374000","5932890000","29721810000","8478780000","45018331000"
"20222","11680","강남구","","09","2514232842000","41023896000","37236809000","10412783000","137717096000","31679223000","31206345000","12253585000","1218535191000","906533025000","87634889000"
"20222","11650","서초구","","09","598441821000","23187406000","5227028000","15150583000","63343874000","7962435000","12840467000","6085346000","237727811000","179209536000","47707335000"
"20222","11620","관악구","","06","112018961000","28969820000","3484651000","1648768000","15118915000","3309843000","14118457000","5525659000","6652733000","4462222000","28727893000"
"20222","11590","동작구","","07","175064220000","23197080000","1230153000","1432546000","15657651000","96245702000","4029476000","2803601000","6059551000","3396531000","21011929000"
"20222","11560","영등포구","","07","269499388000","27737422000","5056817000","2807473000","20310190000","83948553000","3100492000","5121028000","39822581000","37778623000","43816209000"
"20222","11545","금천구","","06","72235124000","15903659000","17406528000","1125198000","8408648000","4655664000","1328112000","1988201000","6113829000","2052245000","13253040000"
"20222","11530","구로구","","07","1268332105000","25788445000","1758214000","2194615000","20830241000","3532403000","3344476000","3264997000","1184032204000","2854208000","20732302000"
"20222","11500","강서구","","07","215707376000","33619602000","6617151000","2424645000","51641500000","29823381000","5982122000","5263988000","27292715000","17758394000","35283878000"
"20222","11470","양천구","","08","280100665000","26343841000","1641710000","1323641000","18828206000","8885354000","11621107000","2441415000","186232196000","3665849000","19117346000"
"20222","11440","마포구","","08","1014670198000","30922115000","7983776000","2862872000","18533463000","4493515000","8279231000","9125676000","872336465000","8782962000","51350123000"
"20222","11410","서대문구","","07","140393513000","16219008000","1452173000","970939000","87764401000","3084439000","3261893000","2023874000","4043087000","3192219000","18381480000"
"20222","11380","은평구","","06","85688627000","21398527000","4582307000","1954829000","17198457000","4694734000","4090448000","3127922000","4817835000","3405190000","20418378000"
"20222","11350","노원구","","07","120659822000","39843731000","1765963000","1768101000","16589391000","4466306000","7657460000","3418921000","14465136000","4530274000","26154539000"
"20222","11320","도봉구","","06","47905409000","14118452000","935474000","1073468000","6170347000","5182000000","1975688000","1574090000","2964296000","1717783000","12193811000"
"20222","11305","강북구","","06","59668097000","15043312000","1855316000","1195188000","9983839000","3896264000","1426567000","3254923000","4030551000","2808139000","16173998000"
"20222","11290","성북구","","07","80163306000","21876181000","2011131000","1167602000","9501184000","6834474000","3382892000","2598275000","7718996000","3130255000","21942316000"
"20222","11260","중랑구","","06","65174984000","18710476000","1539473000","1628390000","10449895000","4900607000","2556748000","2913471000","3901257000","2600238000","15974429000"
"20222","11230","동대문구","","07","91254964000","27084878000","3071229000","1876379000","20652162000","7539867000","2484679000","2285272000","4529512000","2212449000","19518537000"
"20222","11215","광진구","","07","95321176000","20801530000","3790734000","1904223000","11953028000","7242451000","2899781000","5066604000","6484768000","5829369000","29348688000"
"20222","11200","성동구","","07","86802390000","21391939000","3601318000","1751522000","12382361000","7620318000","2680933000","2982882000","5015201000","4112926000","25262990000"
"20222","11170","용산구","","08","247566981000","124409425000","3132268000","17884962000","5107776000","2835808000","1365467000","4802967000","26956978000","29730668000","31340662000"
"20222","11140","중구","","07","2348943004000","40471012000","8579349000","7497707000","13073571000","390635739000","26632576000","3518914000","1783410100000","42799430000","32324606000"
"20222","11110","종로구","","07","319684264000","15323416000","5083428000","1701958000","20090762000","4149007000","2838203000","4680803000","146420730000","78042322000","41353635000"
"20221","11740","강동구","","07","161549791000","21919971000","1695483000","1610120000","17292640000","3232988000","5173409000","1510421000","88598704000","3053044000","17463011000"
"20221","11710","송파구","","08","173830835000","38392077000","6126862000","4694465000","37568641000","9821978000","9161632000","3273866000","25237188000","6950171000","32603955000"
"20221","11680","강남구","","09","2336292738000","36917710000","25205260000","9928580000","151787801000","26501903000","28622019000","6613096000","1107184900000","878211630000","65319839000"
"20221","11650","서초구","","09","596366895000","20047365000","3612248000","15315204000","74614128000","5998865000","11810796000","2981410000","251367750000","176561864000","34057265000"
"20221","11620","관악구","","06","96838207000","28019445000","2236083000","1665405000","14446829000","2651000000","13743302000","2853872000","5639110000","3868973000","21714188000"
"20221","11590","동작구","","07","144887601000","22242039000","788341000","1121267000","14465406000","77861147000","3585845000","1410144000","5142503000","2872736000","15398173000"
"20221","11560","영등포구","","07","254923654000","26746765000","3563170000","2402364000","18227018000","93621182000","2871977000","2443961000","35816623000","36788730000","32441864000"
"20221","11545","금천구","","06","59631708000","15039159000","13431140000","989689000","7332521000","3442882000","1261213000","916544000","5072073000","1880642000","10265845000"
"20221","11530","구로구","","07","1240313685000","24183841000","1029666000","2122169000","19547307000","2995006000","3249239000","1543844000","1167706440000","2533442000","15402731000"
"20221","11500","강서구","","07","176633491000","31485472000","4582565000","2153919000","46849008000","20998633000","5489794000","2456415000","20928106000","15474868000","26214711000"
